station_id,label,parameter,unit_name,qualifier
E24790,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E7165,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
53115,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E9290,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
48182,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
570231,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1082,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1121,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
261021TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1770,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
602253,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
288504TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
269627TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
596791,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
259110TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E15500,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
564160,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1760,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E7420,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
569848,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E5451,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E13980,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
003232,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
003232,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
2321SO,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
2321SO,rainfall-water-t-15_min-mm,rainfall,mm,Water
3185,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E2510,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
023839,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
3774,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E23535,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
239258TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E12821,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
490001TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
593893,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E14900,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
43206,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
019356,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E22283,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
026644,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
3778,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E24884,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1793,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
53110,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
53100,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E24703,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
015347,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
015347,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
036225,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
52148,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
571479,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
52203,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
531101,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1602,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E25033,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
008062,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
47155,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E37241,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E37051,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
249744TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E43041,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
53114,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
033108NE,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
53104,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E13261,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
50199,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
47159,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
036487,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
036487,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E24913,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E11080,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
592860,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
586056,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
3688,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
53109,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E21234,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E24506,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
266474TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
48170,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E37151,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
028185,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
028185,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
46106,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
246424TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
44101,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
003066,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1687,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
43204,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
3766,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
3576,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E5670,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
281186TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E5660,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
577805,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
581159,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1335,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
251556TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
041238,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E22205,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
060947,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
50106,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E160,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
000075TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
598691,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
085322,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
085322,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
52201,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
253861TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E45811,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E37291,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E6280,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E24751,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
578009,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E44101,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
50187,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E46161,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
036704,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
036704,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
45168,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
265415TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
44100,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E42971,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
46160,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
567866,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
531108,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
018777,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
018777,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
077256,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
077256,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E21288,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
577417,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
276956TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
035488,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
035488,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
45236,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E7065,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E4540,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
46108,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E22876,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
44103,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
256230TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
274178TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E2365,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
3652,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
596026,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
596026,rainfall-tipping_bucket_raingauge-t-15_min----,rainfall,---,Tipping Bucket Raingauge
E11040,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E14910,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E12580,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
000102TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
041917,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
041917,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
3616,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
52222,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
056505,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
240350TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
278744TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E2463,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E5727,rainfall-tipping_bucket_raingauge-t-1_h-mm,rainfall,mm,Tipping Bucket Raingauge
601304,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E22231,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
026958,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E24879,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
240201TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
47163,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1165,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1155,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
49106,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
280826TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
561299,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
560943,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E37081,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
45102,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
023164,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
023164,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
49105,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
016140,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
016140,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E25051,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
287864TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
45158,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E802,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E24901,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
025394,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
603111,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
592848,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E8530,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E42961,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
47166,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
264254TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E24746,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
282290TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E270,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E42991,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E42981,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
282947TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E7200,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
287722TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E14080,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E46061,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1740,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E1681,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E27621,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
50110,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
3574,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E7075,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
49104,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
586820,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
4103,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
550148,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
594202,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
3025,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
575384,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E2410,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
263541TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
052287,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
052287,rainfall-tipping_bucket_raingauge-i-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E10500,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
3100,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
007292,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E12570,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
244027TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E21637,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
257039TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
055R0521E_TG_326,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E23500,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
261923TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
555207,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
3611,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
3601,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E24889,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E37271,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
589359,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E2544,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
239579TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
586493,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E21179,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
243045TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
558016,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1045,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E7105,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
051729,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E24756,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
52101,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E22309,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E14440,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
52105,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
571894,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E22400,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
49172,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
579167,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E23392,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E1700,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1795,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
1769,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
585512,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
603315,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
600735,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E23657,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
44213,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
276651TP,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
575935,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
575935,rainfall-tipping_bucket_raingauge-t-15_min----,rainfall,---,Tipping Bucket Raingauge
582837,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
E23205,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
562417,rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,mm,Tipping Bucket Raingauge
